		raw count							19 (16.1%)	65 (55.08%)	2 (1.69%)	14 (11.86%)	118 (100%)	118	117	81	61 (51.69%)	35 (29.66%)	32 (27.11%)	21 (17.79%)	61 (51.69%)	10 (8.47%)		86	74	68	24	37	50	20	22	54	0	27	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	6 (5.08%)	11 (9.32%)	30 (25.42%)	30	28 (23.72%)	24 (20.33%)	22	26	27	#DIV/0!	11		#DIV/0!	68	18	58	#DIV/0!	#DIV/0!	#DIV/0!		
ICSE	Parasaram, Nikhil, Earl T	Rete: Learning Namespace Representation for Program Repair.	2023	https://ieeexplore.ieee.org/iel7/10172484/10172342/10172760.pdf?casa_token=grrb3-JjF_AAAAAA:w6kSYaWUd6buB9Q6SxXYZW6JU5c00WUWboKfyD2XA2uwLmZgGQISyzG6a-Vd-BKRBkuhz_1BDQ	109	Parasaram, Nikhil, Earl T. Barr, and Sergey Mechtaev. "Rete: Learning Namespace Representation for Program Repair." 2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE). IEEE, 2023.	Program Repair; Deep Learning; Patch Prioritisation; Variable Representation;		FALSE	FALSE	FALSE	FALSE	TRUE	Pemma	Rete is a loosely architecture set of components that can be used to  existing APR tools to improve their performance and patch generation efficiency and prioritization. They've applied Rete to both Python and C, porting existing APR tool Prophet to Python, which it then augments with Rete. Both Python-Prophet flavors are compared to CoCoNuT's python results and improve upon them. 		TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	BugsInPy, ManyBugs	Rete	in replication pkg	not available, but training data + replication package and KNOD model is available in code	evaluation datasets in replication package, 90-10 split for training-testing	RETE’s implementation, and the scripts and data used to evaluate it, can be found in the accompanying package https: //github.com/norhh/Rete	4hr timeout (MAX RUN TIME)	We conducted experiments inside a Docker container on a CPU of 2.7 GHz machine running on Ubuntu 21.04 with 16GB of memory and Geforce RTX 3070M. 	not reported		Prophet; Trident		Our corpus consists of three bug datasets whose bugs belong to RETE’s defect class (Section III-A), as shown in Table II. The programs in P28 were sampled uniformly from GitHub on 21/10/21. We exclude two samples namely wireshark-37122-37123 and gzip-3fe0caeada-39a362ae9d from MB37 used in Trident [9], since we could build them along with our ML libraries. MB35 and BG107 include a test suite; the number of tests averages 62.8 for BG107 and 91.3 for MB35. P28 does not need one as we used it to train and evaluate RETE’s neural variable ranker.  We split the test suite into two parts (20-80), taking care that the smaller part includes at least one failing test. The smaller part is sent to a subject APR tool for patch generation. A patch is plausible if it passes the test suite. We consider a patch correct if it is plausible, and manual inspection deems it equivalent to the patch written by the developer. All the patches generated and used in this evaluation are available in the reproduction package. For all training and fine-tuning, we used the buggy datasets with a split of 90-10 for training and testing. All the hyperparameters are tuned by using K-fold cross-validation with k = 5 and grid search. No layers were frozen, since we had a large enough dataset and a set of low learning rates during the grid search. We use Adam optimiser with a weight decay fix [37].	To fine-tune the model, we trained the task-specific submodel on interleaved CDU chains so that the training data matches the prediction queries. To produce the shared hole needed for interleaving, we converted each input program into a set of single-holed programs, each with a different variable replaced with a hole. We interleaved the set of CDU chains that pass through each single-holed program’s holed statement.	CodeBERT --	TRUE	TRUE	TRUE	Uses CodeBERT in its variable prioritizer	TRUE	TRUE	nope, just vaswani ref	codebert ~Billions?	use compressed CDU chains with duplicates removed, reduced to two chains that use the most variables, truncated to 512 (CodeBERT window size)	FALSE		BugsInPy (107 bugs) ManyBugs-Trident subset (??)	TRUE	perfect line	buggy program, suspicious line number	summary in paper, plausible and correct repairs available in their replication package	TRUE	TRUE	A patch is plausible if it passes the test suite. We consider a patch correct if it is plausible, and manual inspection deems it equivalent to the patch written by the developer. All the patches generated and used in this evaluation are available in the reproduction package.		
TSE	Banerjee, Chong, Ballabriga, and Roychoudhury	EnergyPatch: Repairing Resource Leaks to Improve Energy-Efficiency of Android Apps	2018	https://ieeexplore.ieee.org/document/7889026	110	A. Banerjee, L. K. Chong, C. Ballabriga and A. Roychoudhury, "EnergyPatch: Repairing Resource Leaks to Improve Energy-Efficiency of Android Apps," in IEEE Transactions on Software Engineering, vol. 44, no. 5, pp. 470-490, 1 May 2018, doi: 10.1109/TSE.2017.2689012.	Mobile apps; energy bugs; non-functional testing; energy-aware test generation;		FALSE	FALSE	FALSE	FALSE	TRUE	Joe	This is a program optimization paper put in APR terms (largely because of the senior author, I suspect). Good work, but not APR unless you consider "could be optimized" as equivalent to "has a bug."		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE																FALSE	FALSE	FALSE		FALSE	FALSE				FALSE			FALSE				FALSE	FALSE			
TSE	Barbosa, Eiji Adachi, and Alessandro Garcia	Global-aware recommendations for repairing violations in exception handling.	2018	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8453159	111	Barbosa, Eiji Adachi, and Alessandro Garcia. "Global-aware recommendations for repairing violations in exception handling." Proceedings of the 40th International Conference on Software Engineering. 2018.	Exception Handling; Recommender system; Software maintenance;		TRUE	FALSE	FALSE	FALSE	TRUE	Pemma	extended abstract only (journalist paper)		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE																FALSE	FALSE	FALSE		FALSE	FALSE				FALSE			FALSE				FALSE	FALSE			
TSE	Habayeb, Mayy, et al	On the use of hidden markov model to predict the time to fix bugs.	2017	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8052546	112	Habayeb, Mayy, et al. "On the use of hidden markov model to predict the time to fix bugs." IEEE Transactions on Software Engineering 44.12 (2017): 1224-1244.	Bug repositories; temporal activities; time to fix a bug; hidden markov model;		TRUE	FALSE	FALSE	FALSE	TRUE	Pemma	This is not an APR paper, but tries to predict the amount of time that manual repairs may take for a bug.		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE																FALSE	FALSE	FALSE		FALSE	FALSE				FALSE			FALSE				FALSE	FALSE			
TSE	Di Nucci, Dario, et al	A developer centered bug prediction model.	2017	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/7835258	113	Di Nucci, Dario, et al. "A developer centered bug prediction model." IEEE Transactions on Software Engineering 44.1 (2017): 5-24.	Scattering metrics; bug prediction; empirical study; mining software repositories;		TRUE	FALSE	FALSE	FALSE	TRUE	Pemma	Not related to APR, but bug occurrence patterns and prediction		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE																FALSE	FALSE	FALSE		FALSE	FALSE				FALSE			FALSE				FALSE	FALSE			
TSE	Wang, Zhe, et al	Using local clocks to reproduce concurrency bugs.	2017	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8038023	114	Wang, Zhe, et al. "Using local clocks to reproduce concurrency bugs." IEEE Transactions on Software Engineering 44.11 (2017): 1112-1128.	Concurrency; bug reproducing; local clock;		TRUE	FALSE	FALSE	FALSE	TRUE	Pemma	Not related to APR, but focuses on techniques that ensure concurrency bugs are reproducible		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE																FALSE	FALSE	FALSE		FALSE	FALSE				FALSE			FALSE				FALSE	FALSE			
TSE	Santiesteban, Priscila, et al	CirFix: Automated Hardware Repair and Its Real-World Applications.	2023	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/stamp/stamp.jsp?tp=&arnumber=10108500	115	Santiesteban, Priscila, et al. "CirFix: Automated Hardware Repair and Its Real-World Applications." IEEE Transactions on Software Engineering (2023).	Circuit designs; automated repair; empirical study; user study;		FALSE	FALSE	FALSE	FALSE	TRUE	Pemma	automated repair for verilog		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	custom dataset	CirFix	yes	n/a	yes	https://github.com/hammad-a/verilog_repair	Each individual trial was terminated after 8 generations of evolution or 12 hours of wall-clock time (whichever came first).	conducted on a quad-core 3.4 GHz machine with hyperthreading and 16 GB of memory	time taken per buggy input is presented							FALSE	FALSE	FALSE		FALSE	FALSE				TRUE	verilog benchmark suite of 32 defect scenarios [22] based on three hardware experts — two from industry and one from academia — asked to transplant bugs they observed in real life into 11 different Verilog projects. 		FALSE	proprietary FL for logic 		per-bug	TRUE	TRUE	CirFix then performs a bit-level comparison of output wires against information for expected behavior to assess functional correctness of candidate repairs CirFix can produce plausible repairs for 21 out of the 32 Verilog defect scenarios within reasonable resource bounds, of which 16 are deemed correct upon manual inspection.		
TSE	Li, Leping, et al	Generating Concise Patches for Newly Released Programming Assignments.	2022	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/stamp/stamp.jsp?tp=&arnumber=9720157	116	Li, Leping, et al. "Generating Concise Patches for Newly Released Programming Assignments." IEEE Transactions on Software Engineering 49.1 (2022): 450-467.	Feedback generation; program repair; programming assignments;		FALSE	FALSE	FALSE	FALSE	TRUE	Pemma	this paper focuses on using apr as feedback to novice programmers in the context of MOOC programming coursework.	"However, experimental results [4] suggest that general APR techniques do not perform well on this task because bugs made by students are often different from those made by professional developers, and they cannot take advantage of the reference programs or multiple submissions that are available in the scenario of this task."	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Codeforces (500 programs, 50 programs for 10 program assignments)	AssignmentMender	yes	n/a	yes	https://github.com/CoPaGe/FeedbackExperimentTask	We set the time limit for the repair of each bug to five minutes	Our experiment is conducted on a 64-bit Windows server with one Intel(R) Core CPU and 16 GB RAM. 	not reported		Clara; Refactory					FALSE	FALSE	FALSE		FALSE	FALSE				FALSE			FALSE	statement-based SBFL, Jaccard metric		summary, but per-bug experiments are duplicatable potentially	FALSE	TRUE	The fifth limitation is that AssignmentMender judges the correctness of the repaired program based on test cases. Thus, it may generate plausible patches that are not correct but can pass all test cases because of the risk that some plausi- ble reference programs might mislead AssignmentMender. In our experiment, all of the generated patches are correct. One possible reason is that those student programming assign- ments are much simpler than real word programs, and the associated test cases published on Codeforces are enough to characterize the specification of expected functions		
TSE	Le-Cong, Thanh, et al	Invalidator: Automated patch correctness assessment via semantic and syntactic reasoning.	2023	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/stamp/stamp.jsp?tp=&arnumber=10066209	117	Le-Cong, Thanh, et al. "Invalidator: Automated patch correctness assessment via semantic and syntactic reasoning." IEEE Transactions on Software Engineering (2023).	automated patch correctness assessment; automated program repair; code representations; overfitting problem; program invariants;		FALSE	TRUE	FALSE	FALSE	TRUE	Pemma	CodeBERT is used to extract syntactic features from code; INVALIDATOR uses a learning-based model that leverages syntactic reasoning to estimate the probability that the APR-patched program is over- fitting. 	"In this paper, we propose a novel technique, INVALIDATOR, to automatically assess the correctness of APR-generated patches via semantic and syntactic reasoning. INVALIDATOR leverages program invariants to reason about program semantics while also capturing program syntax through language semantics learned from a large code corpus using a pre-trained language model." 	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	Defects4J	INVALIDATOR	https://github.com/ thanhlecongg/Invalidator		https://doi.org/10.5281/zenodo.7699142	All materials including implementa- tion, datasets, and experimental results are also published via https://doi.org/10.5281/zenodo.7699142	With respect to time efficiency, we limit 5 hours for invariant inference for each patch in our dataset.	not reported			CodeBERT	To avoid data leakage, we removed the duplicated patches from the training and validation set. Particularly, we removed a patch if it is syntactically equivalent to a patch in the evaluation set. 	We consider 666 patches from Wang et al.’s dataset and 223 developer’s patches from DEFECTS4J [14] as the training and validation set and 139 patches from Xiong et al. [66] as evaluation set following previous work [55], [55], [66], [71]. Note that, there may be duplication between Wang et al. ’s dataset, Defects4J’s patches, and Xiong et al.’s dataset. To avoid data leakage, we removed the duplicated patches from the training and validation set. Particularly, we removed a patch if it is syntactically equivalent to a patch in the evaluation set. As a result, we obtained 746 (out of 889) patches for the training and validation phase. This included 347 correct patches and 399 overfitting patches. We use 90% of these patches (90% × 746 = 671 patches) for training our learning model and the remaining 75 patches for validation.		CodeBERT --	TRUE	TRUE	TRUE	CodeBERT	TRUE	TRUE	cited vaswani	not reported	not reported	FALSE			FALSE	n/a	patch and test suite; an APR-generated patch, the original buggy program, and its correct (ground truth) version		FALSE	FALSE	uses test suite and original program as approximations for correctness (inputs to tool)		
TSE	Nguyen, Truong Giang, et al	Multi-Granularity Detector for Vulnerability Fixes.	2023	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/stamp/stamp.jsp?tp=&arnumber=10138621	119	Nguyen, Truong Giang, et al. "Multi-Granularity Detector for Vulnerability Fixes." IEEE Transactions on Software Engineering (2023).	vulnerability-fixing commit classification; machine learning; deep learning; software security;		TRUE	FALSE	FALSE	FALSE	TRUE	Pemma		THIS PAPER IS FOCUSED ON TRYING TO IDENTIFY RELEVANT COMMITS FOR VULNERABILITY FIXES!! SKIPPING!!  "We observe that noise can occur at different levels of detail, making it challenging to detect vulnerability fixes accurately. To address these challenges and boost the effectiveness of prior works, we propose MiDas (Multi-Granularity Detector for Vulnerability Fixes). Unique from prior works, MiDas constructs different neural networks for each level of code change granularity, corresponding to commit-level, file-level, hunk-level, and line-level, following their natural organi- zation and then use an ensemble model combining all base models to output the final prediction. This design allows MiDas to better cope with the noisy and highly-imbalanced nature of vulnerability-fixing commit data. "	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE																FALSE	FALSE	FALSE		FALSE	FALSE				FALSE			FALSE				FALSE	FALSE			
